CountryCode,Language,IsOfficial,Percentage,_metadata_timestamp,_metadata_read_timestamp,_metadata_read_method,_metadata_source_type,_metadata_deleted,_metadata_change_type,_metadata_uuid,_metadata_log_file,_metadata_log_position
ESP,Galecian,F,6.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,d3489176-0d36-4a83-bda0-a5bbd9e10ddd,,0
USA,Spanish,F,7.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b7b72f20-3be8-4ad2-8923-07b6fb6d0516,,0
CAN,German,F,1.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,6f1efd4e-1b55-4698-bd4f-ca7900796744,,0
ETH,Oromo,F,31,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e11b051f-9e4a-438f-bff3-195bdf17aa99,,0
ANT,English,F,7.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,9716c69d-3cc1-4a6c-8c42-02129af9cbe3,,0
SLE,Limba,F,8.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ffa3333e-ffc2-4bdd-b0d1-15b595ae23a2,,0
MMR,Karen,F,6.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,bd1e774f-39a9-4a5c-9cc7-316f73ad4281,,0
PHL,Bicol,F,5.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,268c7832-3653-49e3-9451-48bd5b4bf854,,0
MAC,English,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,1f5c552d-f9ae-4923-bb6a-a589fe0f1bb4,,0
IRL,English,T,98.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,7fc80381-a0b2-4bb8-b916-bc77869cc04d,,0
LBY,Berberi,F,1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,88b2860e-9a03-46ea-9d34-6b59c0638960,,0
CMR,Tikar,F,7.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,bb9bfc9c-be32-45eb-beda-338d5e0a65c5,,0
KAZ,German,F,3.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,54fdf592-fbf4-418a-9454-7300d4dff162,,0
AZE,Lezgian,F,2.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,3ee970ca-4196-4141-b92d-c20258d8636e,,0
AND,Portuguese,F,10.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,84d2be52-ad86-4cac-8a25-3c3d34d68307,,0
CXR,English,T,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,881768b1-c01a-49f4-994a-915089cc1db1,,0
YUG,Albaniana,F,16.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c6b6250e-84d6-479d-8e97-248124fab79a,,0
MEX,Yucatec,F,1.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e0833b60-fcc0-433a-bb2c-b3799362a7c8,,0
ITA,Italian,T,94.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,3cf94540-6c87-4c8b-b2dc-316cd37c652b,,0
SWE,Norwegian,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,572531db-b6b2-4dec-be2c-d51ee8ddbaa1,,0
AZE,Armenian,F,2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ac794bc9-73e1-4b84-99ca-8ad566b41a1f,,0
AUS,Greek,F,1.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ff491f2c-2c0d-427c-8900-7251f07fb91b,,0
IRQ,Kurdish,F,19,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,a4b3ade3-7f3d-4835-8eba-de76044d9d30,,0
ETH,Sidamo,F,3.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,2387b5a8-fe02-41d6-a8cf-f805a1e927f9,,0
LTU,Ukrainian,F,1.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,aa51494c-7e6a-4b48-8122-57a212c4d468,,0
JOR,Arabic,T,97.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,0a13e9d3-0e37-49a1-a114-c6632aa66e44,,0
SOM,Arabic,T,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b2c0b8a5-dd9f-4c00-b281-53060cd9290c,,0
CAF,Ngbaka,F,7.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c93d431d-12d5-45c2-be27-316b3e62f9d7,,0
PAN,Creole English,F,14,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,18aa1bc3-66a3-4978-95b7-b147fe7d57e4,,0
MLI,Tamashek,F,7.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,0baaaece-2552-4789-83a5-189adec9cfed,,0
HND,Garifuna,F,1.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b0a8f47b-0644-4031-8794-08fd8d802771,,0
NPL,Tamang,F,4.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,2340c985-33ae-4400-8e0c-01f44c6a6155,,0
ROM,German,F,0.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,24947d19-7b66-46b4-a041-bea6c72316e2,,0
IDN,Javanese,F,39.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,490f690c-96b3-41cf-a175-97d3e62a9ab0,,0
RUS,Chechen,F,0.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5db13597-db45-449d-b871-60efadc1d4d3,,0
MOZ,Tsonga,F,12.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5dce3c00-4946-4c40-9669-2e9070da9ddf,,0
ZAF,Xhosa,T,17.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5fe1bd55-be88-4463-a96d-c63d5b5ee59a,,0
PAK,Saraiki,F,9.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,a791000b-ed7d-4f61-b908-2841b6b4444a,,0
EST,Estonian,T,65.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e11d515d-d925-41e6-99aa-79efd85434a1,,0
TUR,Turkish,T,87.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ac3923c2-3b76-4dad-986e-153acc8bdb9f,,0
JPN,English,F,0.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,76a33efb-4993-4949-8270-78a659b498a0,,0
AND,Catalan,T,32.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c05c8e1d-9ff1-4f1f-823d-1db2ae44bae3,,0
VNM,Miao,F,0.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b6d53491-7678-4227-83e8-dfe8b4bc145d,,0
VNM,Man,F,0.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,fc7185f2-154c-4774-b346-95586a0328f7,,0
ZAF,English,T,8.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,941447a5-76b1-496a-aafb-76b63b7004ba,,0
KEN,Kamba,F,11.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,8e956c93-a4df-4d96-a5f3-e869df1a6b46,,0
NCL,Malenasian Languages,F,45.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,eaf29280-7016-412c-b46d-ca2c855aca21,,0
RUS,Belorussian,F,0.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,36a021a0-a23c-4da1-9c09-f58eb5e39437,,0
AGO,Mbundu,F,21.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ad7f3127-530d-4b9c-90d7-b5a93b6b981c,,0
PHL,Waray-waray,F,3.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,4b0f5d09-ba24-4ad1-b146-1cc4409a342a,,0
BHS,Creole English,F,89.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ac0ae9cb-79a9-4f4d-942f-ea83222399d8,,0
TWN,Atayal,F,0.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,7c556a02-75a9-42c9-9820-00e3a4eef208,,0
PAK,Punjabi,F,48.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,47659044-90cd-48c7-aa04-d2ba01d2c5e5,,0
PLW,Chinese,F,1.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b40169d5-eb7c-4517-866f-ece5ff2761b6,,0
COD,Mongo,F,13.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,070f8bf6-9b31-4f13-b10f-eb997207f508,,0
SLB,Malenasian Languages,F,85.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e61eb461-5888-437c-adcf-33a91556f7d3,,0
POL,Belorussian,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b3245cea-95ff-443a-b7fc-748b1913faaa,,0
IDN,Banja,F,1.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,de4a2288-e599-44d4-9ffe-70b6bb3a782c,,0
GAB,Mpongwe,F,14.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e03d8c72-4b20-45be-af95-f9c6cf7d4dd9,,0
SAU,Arabic,T,95,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,0bfeeb4d-5fcb-405c-a018-9d5214539b33,,0
COM,Comorian-French,F,12.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,878a1512-8b05-4326-b947-d46116f96d25,,0
MNG,Kazakh,F,5.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,97350807-d2d1-485f-97bc-f0aabb89b799,,0
BGR,Macedonian,F,2.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,f281b500-bf83-416b-80d8-f26808c2cbc2,,0
GUM,English,T,37.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,76b7053c-a91d-4484-8034-a94a08329e2e,,0
MCO,Italian,F,16.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,4dfea094-2962-4182-8496-a318e8d206ba,,0
ASM,English,T,3.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,2920b863-619f-46de-bfe5-0c77224f4458,,0
RUS,Ukrainian,F,1.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,00b0242b-717c-4307-a657-f9641f000801,,0
FSM,Wolea,F,3.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,6fa1fe8d-7c46-4c06-81bf-ed1feaf3d075,,0
CZE,German,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,0bd58fa1-33ba-4993-9fc4-39652794844c,,0
TCD,Tandjile,F,6.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5495be4d-f499-4300-a0db-bbcbb657649b,,0
CHN,Tibetan,F,0.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b92a90da-c4e2-445c-9227-4c822c435709,,0
BRA,German,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,9f9b4579-47e0-4e3a-a93e-d54f93e63dc6,,0
FSM,Kosrean,F,7.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,6d56f83a-c1a1-47bd-866a-476c9cbe4037,,0
EST,Ukrainian,F,2.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,7094e914-cf08-4f12-a126-0ccf1a3710fb,,0
LSO,English,T,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,25fa4731-9d9b-450a-adae-b97dcba2622a,,0
LCA,Creole French,F,80,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b01e02d1-42a2-4ca8-8d96-b6fc3ed5f756,,0
AUS,Arabic,F,1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ef5ebc1d-f44b-4fe5-adf5-d77f8c7d82bb,,0
BWA,Khoekhoe,F,2.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,36c6dd82-b551-485e-a7ed-aa6c6b5b16eb,,0
VGB,English,T,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,3b7c5ec3-0484-4bac-bf0f-f463203ab8ec,,0
GEO,Russian,F,8.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,081aa73b-969f-42e4-af3e-c4c7b2f9eb5c,,0
SDN,Lotuko,F,1.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,61c85eb6-ef7c-4a10-8a86-58344af26709,,0
NCL,Polynesian Languages,F,11.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,24e4f5ff-55ed-4098-88b5-4a0defab5ca8,,0
ESP,Basque,F,1.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,6556e714-4a9b-4652-8ce4-f03359849ac0,,0
JPN,Ainu,F,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,b968b705-1043-4646-8f89-c886bf2183f9,,0
EGY,Arabic,T,98.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,1e579072-b04c-4d43-9101-32f87c94c7e6,,0
HUN,Serbo-Croatian,F,0.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,9d0f1533-6138-4f64-9a64-a42278cf22a8,,0
LIE,Italian,F,2.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,881eea1a-7e7e-4471-8410-fdfcac203ba1,,0
COL,Caribbean,F,0.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,cc7226e1-4166-457d-8149-96645037682e,,0
VNM,Vietnamese,T,86.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,64de3819-f5dc-484f-93ea-36187b8303ee,,0
BEN,Somba,F,6.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,836b47c1-aa3b-4b6f-839b-ed76c7c0185b,,0
JOR,Armenian,F,1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,708ecfda-2b18-4adb-80cd-9d0935f2aba1,,0
JOR,Circassian,F,1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ae0d0578-7614-41dc-b21c-e7575421a0c9,,0
LAO,Lao,T,67.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,cc5a50f0-9fed-4898-b1c5-8ffdfa90e5fe,,0
GHA,Ga-adangme,F,7.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,3992648f-29d7-4bfe-a7ac-838a73764dae,,0
NOR,English,F,0.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,17b02e5f-1e8a-4dc0-9dde-9d66b97f73b2,,0
KGZ,Russian,T,16.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,7e56838d-4f72-40b9-99e8-2d41b2d7c0a0,,0
AFG,Balochi,F,0.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,0943b508-dac9-4d3b-951d-946724f0a7ae,,0
MYS,Dusun,F,1.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,159d597b-2d94-4b7c-9320-ec71ee51b56a,,0
NAM,San,F,1.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,23196d62-93e3-49e9-971c-fac7c59f0c8d,,0
MMR,Burmese,T,69,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,cc5b09cf-9b6d-4d6e-a27f-89bf609f7cf1,,0
SVK,Hungarian,F,10.5,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,dbce15e5-e12a-4df0-a341-ce1853cd1451,,0
MLI,Senufo and Minianka,F,12,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c3398934-d97c-41e5-9408-e4c60236f4e6,,0
FRA,French,T,93.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e25afecb-7d22-4401-a312-dec4948e2a01,,0
MDV,English,F,0,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,ed1599a5-287f-49f6-bf17-2d9f256fe871,,0
MAR,Arabic,T,65,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,64260873-b0ba-4652-8138-1a7e8fd4fff7,,0
IRN,Turkmenian,F,1.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,6c88bcd1-96fc-4ffa-981f-fab976fdfe8b,,0
ERI,Saho,F,3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,50717625-601d-4e50-a18f-9ba17cfa5ceb,,0
GUF,Indian Languages,F,1.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,00b2c1c4-86e3-4ec3-bff0-042e66c6e29f,,0
IND,Marathi,F,7.4,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,a8042bf9-71fa-4d15-9c86-8f1ac07d755b,,0
MEX,Spanish,T,92.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c909c5d6-500e-4a43-af32-45675a06344a,,0
CZE,Romani,F,0.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,95fc453e-f21a-4885-b1c5-9790fd0da2f5,,0
DZA,Berberi,F,14,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,bf54ff66-1ce0-4a77-8a2d-f856a2c19e33,,0
DEU,German,T,91.3,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,69eb9ba2-1345-44d9-9dce-f2cd1eb2739c,,0
FSM,Trukese,F,41.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,4ae98474-5fe4-4884-9f3d-7245e27e187a,,0
BLZ,Garifuna,F,6.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5e68352d-a822-45ef-9371-ddbef89d0d87,,0
LCA,English,T,20,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,16199e15-299e-4906-aa1c-dedcc8dfc87e,,0
SYR,Arabic,T,90,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,60d7c035-85a4-47fd-af6b-8e52c07ea698,,0
COD,Chokwe,F,1.8,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,efeac9c3-2a31-48b7-a816-4239e5a7b60f,,0
CAN,Spanish,F,0.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,daf174b8-d092-438b-a6f9-bf8e2596084f,,0
MRT,Soninke,F,2.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,9cd5ab81-8430-4a2c-b0fe-ae3b9bccef57,,0
BEN,Joruba,F,12.2,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,c2c28d31-556e-437c-a25c-bd6ad486596f,,0
TWN,Mandarin Chinese,T,20.1,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,87b2f663-9d81-40e0-bc93-54a5535ba0fa,,0
BLZ,Maya Languages,F,9.6,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,e1e92ffc-14d5-45ea-949d-2784c3ca4e2f,,0
COL,Spanish,T,99,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,5f2e6ffd-e182-41fa-bb46-874bd6f7ec5b,,0
LVA,Ukrainian,F,2.9,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,8fca8248-3efe-4e99-bdbd-0452078539ab,,0
ROM,Romanian,T,90.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,23feecf0-9482-4d90-a2b3-18c7b805cc8f,,0
BFA,Ful,F,9.7,2023-06-22 18:25:25.000000 UTC,2023-06-22 18:25:25.000000 UTC,mysql-backfill-fulldump,mysql,false,INSERT,a0115ca1-f6a6-4a35-bd56-c9ae02795afb,,0
